-1.3562,-0.47636
-0.87036,-0.044055
-1.6576,-0.8852
-1.6107,-0.89253
-1.4647,-0.80111
-0.96382,-0.3551
-0.85976,-0.30616
-0.92157,-0.42335
-1.0955,-0.65291
-0.97592,-0.58907
-1.2024,-0.87151
-0.72916,-0.45437
-1.2594,-1.0408
-0.73539,-0.57316
-1.2119,-1.106
-0.99949,-0.95009
-0.71435,-0.72141
-0.53114,-0.59466
-1.2011,-1.321
-0.32306,-0.49938
-0.44643,-0.67906
-0.70452,-0.99334
-0.72408,-1.069
-0.68128,-1.0821
-0.78934,-1.2459
-0.55433,-1.0664
-0.51874,-1.0861
-0.1781,-0.80056
-0.16667,-0.84392
-0.28254,-1.0143
-0.51319,-1.2991
-0.04477,-0.88449
-0.2877,-1.1809
-0.43361,-1.3798
0.19121,-0.80765
0.16501,-0.88604
-0.12359,-1.2264
-0.013796,-1.1678
-0.011468,-1.2162
-0.35275,-1.6077
-0.22097,-1.5256
-0.012794,-1.3665
-0.21451,-1.6167
0.43822,-1.0118
-0.17224,-1.6695
-0.10183,-1.6456
-0.11764,-1.7073
-0.02116,-1.656
0.22651,-1.4528
0.14164,-1.5813
0.79372,-0.97219
0.34041,-1.4677
0.13491,-1.7145
0.8949,-0.99509
1.0097,-0.92002
0.50873,-1.4598
0.22086,-1.7857
0.40763,-1.636
0.59806,-1.4818
0.82392,-1.2913
0.53081,-1.6187
0.91091,-1.272
1.0586,-1.1568
0.60831,-1.6385
0.54299,-1.7343
0.76106,-1.5457
0.82177,-1.5134
0.96555,-1.3971
1.0874,-1.3016
0.70294,-1.7114
0.91753,-1.521
1.4934,-0.96834
0.75862,-1.7252
1.695,-0.80985
1.5328,-0.99189
1.3271,-1.2164
1.4526,-1.1085
1.1467,-1.431
1.4031,-1.1899
1.9418,-0.66547
1.5595,-1.0608
1.5674,-1.0649
1.3109,-1.3321
1.6008,-1.0517
1.7681,-0.89288
1.8548,-0.81343
1.6023,-1.072
1.6048,-1.0744
2.2554,-0.42755
1.3346,-1.3508
2.2109,-0.47586
2.2673,-0.41959
2.1779,-0.50794
1.5076,-1.1761
1.6972,-0.98305
1.7965,-0.87913
2.1661,-0.50379
1.6475,-1.0155
2.256,-0.39879
1.6647,-0.98076
2.2342,-0.40079
2.0965,-0.52693
2.4024,-0.20816
2.3588,-0.23784
2.5672,-0.014409
2.5733,0.0079485
2.0347,-0.51327
2.4167,-0.11276
1.9325,-0.57742
1.7811,-0.70807
2.5098,0.042411
2.2801,-0.16438
2.2735,-0.14694
2.7111,0.31569
2.4282,0.058923
2.4472,0.10505
2.6994,0.38538
2.655,0.3702
2.4349,0.18039
2.049,-0.17428
2.1131,-0.077978
2.766,0.60803
1.9136,-0.21025
2.3794,0.29064
2.0612,0.0084088
2.8749,0.85898
2.611,0.63286
2.4001,0.46055
2.3711,0.47109
4.0596,0.059619
4.6811,0.76602
4.0389,0.21049
4.0635,0.32345
4.5075,0.85748
4.0747,0.51624
4.7864,1.3211
4.7743,1.4038
4.666,1.3917
4.0785,0.90187
4.5716,1.494
4.4122,1.435
4.8465,1.971
4.5007,1.7282
4.6285,1.9602
4.2567,1.6939
4.2084,1.7521
4.5728,2.2241
3.8007,1.5607
3.8186,1.6881
3.8253,1.8055
4.0077,2.0994
4.4115,2.6154
4.3452,2.6623
3.5625,1.9934
3.8599,2.4053
3.9446,2.6052
3.7901,2.5665
3.9842,2.877
3.9079,2.9175
3.5231,2.6499
3.6125,2.857
3.1447,2.5071
4.0602,3.5409
3.1889,2.7881
3.0722,2.79
3.2814,3.1179
3.0487,3.0042
3.2807,3.355
3.0697,3.2628
3.6198,3.9317
3.5253,3.9558
2.5933,3.1422
3.213,3.8801
2.6777,3.4627
2.7638,3.6663
2.8201,3.8398
3.1453,4.2817
2.5497,3.8022
3.0434,4.4116
2.2893,3.7725
2.6156,4.2132
2.5066,4.2179
2.3044,4.1286
2.3875,4.3238
2.2794,4.327
1.7137,3.8716
1.5857,3.853
2.3781,4.7538
1.471,3.954
1.2527,3.842
1.701,4.3954
1.9408,4.7392
1.6468,4.5479
1.0864,4.0888
1.1827,4.2853
1.1921,4.3933
1.6302,4.9287
0.72188,4.1162
1.3377,4.8264
1.0434,4.6249
0.69116,4.3639
0.42195,4.1842
0.57532,4.4255
0.54506,4.4815
0.099598,4.1206
0.48445,4.5881
0.037132,4.2217
0.11165,4.3753
0.22622,4.567
-0.18859,4.2275
-0.2334,4.256
0.01004,4.5708
-0.42471,4.2053
0.051745,4.749
0.12774,4.8902
-0.2066,4.619
-0.67447,4.2121
-0.51534,4.43
-1.0722,3.9298
-0.35372,4.7027
-0.45986,4.6487
-0.60066,4.5578
-1.236,3.9702
-0.97995,4.2715
-1.6287,3.6658
-1.3022,4.033
-1.4901,3.8834
-1.716,3.6935
-1.7725,3.6705
-1.6013,3.8729
-2.002,3.5009
-1.5689,3.9604
-1.7666,3.7866
-1.6108,3.9638
-1.675,3.9186
-1.8035,3.8066
-2.4744,3.1497
-2.5041,3.1315
-2.3171,3.3275
-2.1685,3.4827
-2.1063,3.5489
-2.4134,3.2435
-2.06,3.5959
-2.2193,3.4332
-2.0254,3.6211
-2.5178,3.1203
-2.7777,2.8495
-3.0496,2.5642
-2.5952,3.0027
-2.4769,3.1027
-2.8804,2.6784
-3.2597,2.2758
-3.1292,2.3806
-3.2857,2.196
-3.2005,2.2506
-3.082,2.3361
-3.034,2.3487
-3.1412,2.2038
-2.7592,2.5457
-3.1508,2.1117
-2.7579,2.4598
-3.0949,2.0758
-2.8043,2.317
-3.549,1.5207
-3.1396,1.8762
-3.5511,1.4087
-3.191,1.7105
-3.1886,1.6524
-3.835,0.94344
-3.6658,1.048
-3.7123,0.93472
-3.2826,1.2956
-3.1184,1.3891
-3.6289,0.80574
-3.2016,1.1582
-3.3139,0.96926
-3.9878,0.21676
-3.3958,0.72823
-3.613,0.4288
-3.0838,0.87396
-3.9969,-0.12491
-3.532,0.25241
-3.5648,0.13042
-3.5212,0.083228
-3.2032,0.30888
-3.6403,-0.22219
-3.1657,0.15693
-3.465,-0.23933
-3.8848,-0.75748
-3.7271,-0.69957
-3.162,-0.2355
-3.3893,-0.56517
-3.6874,-0.96688
-3.4746,-0.85891
-3.1823,-0.67256
-3.5702,-1.1676
-2.9941,-0.69962
-3.4587,-1.2733
-2.7514,-0.67618
-3.3655,-1.4013
-2.8331,-0.98085
-3.3725,-1.6329
-3.2346,-1.6085
-3.3904,-1.8785
-2.8631,-1.4661
-2.7123,-1.4308
-2.8039,-1.6384
-2.8781,-1.8292
-2.6113,-1.6794
-2.5585,-1.7441
-2.4762,-1.7796
-2.4671,-1.8886
-2.1039,-1.6438
-2.7851,-2.4436
-2.2284,-2.0055
-2.6437,-2.5397
-2.7016,-2.7165
-2.1535,-2.2872
-2.2492,-2.5017
-2.178,-2.5492
-1.911,-2.4007
-1.7377,-2.3458
-2.0918,-2.8179
-1.7129,-2.5567
-1.8906,-2.8517
-1.3956,-2.4737
-1.3345,-2.529
-1.8398,-3.1503
-1.4108,-2.8365
-1.369,-2.9095
-1.3367,-2.9913
-0.9329,-2.7007
-1.4626,-3.343
-1.3332,-3.3252
-1.4551,-3.558
-0.55686,-2.7696
-0.77287,-3.0945
-0.86006,-3.2896
-0.62071,-3.157
-0.63526,-3.2773
-0.4521,-3.1986
-0.47447,-3.3243
-0.2158,-3.1677
-0.33243,-3.3851
0.22107,-2.931
-0.47132,-3.7214
-0.50125,-3.8479
-0.41414,-3.8559
-0.37681,-3.9121
0.047817,-3.5795
0.1754,-3.5423
0.17676,-3.6297
0.65845,-3.2351
0.60688,-3.372
0.83502,-3.2275
1.0799,-3.0644
1.2038,-3.0206
0.50691,-3.7956
0.53748,-3.8412
1.1784,-3.2746
0.6593,-3.866
1.174,-3.4217
1.2617,-3.4022
1.675,-3.0552
1.3808,-3.4135
1.3711,-3.4852
1.7304,-3.1859
1.881,-3.0929
1.7401,-3.2893
1.6476,-3.4352
1.529,-3.6048
2.0437,-3.1389
1.7977,-3.4314
1.6573,-3.616
2.4443,-2.8708
2.008,-3.3466
2.2827,-3.1091
2.6023,-2.8243
2.3471,-3.1119
2.7967,-2.6922
2.5266,-2.9898
2.886,-2.6555
2.9763,-2.5879
2.7832,-2.8012
2.4281,-3.174
2.806,-2.8114
2.9649,-2.6652
2.8752,-2.7652
2.8652,-2.783
3.5519,-2.1016
3.221,-2.4354
3.7384,-1.9183
3.3001,-2.3543
3.7351,-1.9147
3.4185,-2.2241
3.8847,-1.7483
3.8843,-1.7365
3.5583,-2.0479
3.4471,-2.1419
4.0704,-1.4991
4.2766,-1.2708
3.7008,-1.8221
4.0889,-1.4071
3.8992,-1.5674
4.3355,-1.0994
4.3107,-1.09
3.7474,-1.6168
4.4788,-0.84646
4.6418,-0.64219
4.1998,-1.0405
4.6015,-0.59291
4.3355,-0.81073
3.9308,-1.1649
4.0028,-1.0402
4.2351,-0.75293
4.6004,-0.33048
4.6991,-0.17243
4.6836,-0.12644
4.2305,-0.51586
4.4627,-0.21794
4.0336,-0.57933
4.0685,-0.47457
4.1045,-0.36671
4.6566,0.25915
4.4811,0.15935
4.1818,-0.062291
4.4915,0.32694
4.1467,0.063558
4.055,0.054974
7.0584,-6.4788
6.1389,-5.4989
6.4879,-7.3992
7.0826,-6.7653
6.2208,-7.4314
6.6747,-5.5192
6.8365,-4.4056
7.4337,-6.7271
6.5828,-5.4656
7.7296,-6.6177
6.0277,-5.8749
5.9414,-4.5349
8.0837,-5.8527
5.3757,-7.2699
5.9965,-7.0497
7.1266,-6.2081
6.1835,-6.2347
7.7207,-7.0604
7.2665,-5.7787
6.3571,-4.4488
5.0475,-6.3076
6.6941,-6.2505
4.3066,-8.6963
6.2994,-6.9486
6.9901,-7.7064
6.2609,-6.473
7.0774,-5.3563
8.4971,-4.1344
7.1316,-3.7973
6.3269,-6.1432
6.7859,-6.3922
6.5211,-4.9988
4.3898,-5.3997
5.49,-5.0628
7.4999,-5.0468
5.9466,-7.813
6.7133,-5.3382
4.7673,-6.1121
6.079,-6.9311
6.7352,-6.8495
4.3325,-4.4305
6.4257,-6.9917
5.7773,-7.5148
4.8493,-5.7371
5.954,-3.5373
3.6775,-5.9687
3.3938,-5.6224
4.5586,-7.1491
4.7869,-3.9495
4.5633,-5.8469
3.8868,-5.3508
6.353,-7.166
4.0475,-4.954
6.135,-5.5234
6.964,-7.4158
5.9973,-5.9513
6.114,-6.5519
5.5369,-5.8662
4.1841,-6.3069
5.9463,-6.2326
7.1768,-7.2651
8.1289,-6.396
5.4731,-5.0612
4.0069,-3.8632
6.2037,-7.4213
6.4608,-3.0883
5.722,-4.1309
4.5929,-5.7936
8.4793,-6.3689
3.1102,-6.8557
5.3754,-4.9801
4.3813,-6.8507
5.2209,-6.5657
6.3893,-4.9178
6.1691,-5.4661
5.1295,-4.9017
6.9516,-5.3818
6.7623,-6.491
6.7929,-6.6293
5.4787,-5.0247
7.2842,-6.822
6.8092,-4.5466
9.0726,-5.0316
7.3025,-5.6476
7.4169,-5.996
6.0649,-5.5522
4.4221,-1.6807
5.5453,-6.1377
5.0719,-7.9064
5.3093,-3.6545
6.6799,-5.2531
5.3181,-6.7935
4.9037,-2.7944
5.4987,-5.3252
5.803,-5.6397
6.5013,-6.9527
4.8333,-7.3043
6.3886,-8.1659
6.0956,-6.518
7.622,-7.2898
5.7389,-5.2067
5.8353,-6.389
4.5654,-3.8334
4.3034,-4.1499
6.3803,-5.7991
5.6944,-6.3463
6.617,-4.5889
4.9067,-7.4042
8.3374,-5.1749
6.1497,-6.8195
7.2823,-6.4903
5.7221,-6.8228
5.801,-5.295
6.8451,-6.953
6.6807,-7.3026
4.628,-5.3227
4.1228,-6.5186
4.6554,-5.5571
4.266,-6.431
6.073,-5.6699
5.4963,-9.1408
5.5493,-5.4294
4.3332,-3.7299
6.9548,-4.7271
6.5382,-4.8844
5.8902,-6.2936
7.2507,-5.7783
4.9296,-5.7009
6.5079,-5.8819
6.4268,-7.0171
6.4277,-6.4314
5.1069,-6.2141
6.4003,-6.5887
5.3694,-4.9751
4.9021,-2.8912
4.5263,-7.6207
7.2711,-5.8428
4.9639,-7.7665
5.7882,-4.4048
4.5197,-4.2732
5.6361,-8.0362
2.0416,-3.6195
4.6688,-7.3285
4.253,-5.7222
4.7576,-4.6541
5.7388,-5.8197
5.6015,-3.1884
8.3814,-2.6288
5.2997,-5.8306
5.6938,-8.3357
4.078,-6.447
5.4153,-7.0387
4.3613,-6.9366
6.0371,-7.3811
7.0448,-5.9042
6.4951,-3.4199
5.1419,-6.8767
4.003,-6.3436
7.7881,-4.5714
8.5108,-4.5146
6.1476,-5.4053
4.7876,-4.7434
7.467,-4.9336
5.2741,-6.4676
5.4246,-5.4747
7.0856,-6.3664
4.3035,-7.1021
3.6035,-5.2226
6.5152,-5.9174
6.4908,-6.2292
6.1165,-5.6427
6.6083,-4.7903
7.3255,-5.5188
7.1886,-5.7617
5.3036,-5.6573
6.992,-5.9373
6.2122,-6.9485
5.3808,-5.0364
4.5385,-4.2744
6.7924,-6.6541
5.5669,-3.639
6.0569,-6.2159
5.0288,-6.2985
4.101,-7.0993
6.2101,-6.9704
5.9239,-7.1672
7.4685,-5.5666
6.9819,-4.0441
7.29,-5.354
5.0828,-4.9538
4.8532,-4.3566
4.4457,-9.0613
6.6099,-6.2052
9.4159,-5.5676
6.8911,-5.1215
5.0532,-7.5981
7.0247,-7.2319
4.6181,-5.0316
4.2554,-6.1428
6.8787,-5.3226
5.0473,-7.1765
6.387,-8.001
7.7226,-5.0677
6.4913,-4.5385
7.1386,-4.0011
4.0333,-7.8765
6.8102,-7.6373
8.6191,-7.8051
6.6628,-6.051
4.1128,-6.7538
5.7512,-4.3905
5.3877,-7.7821
6.4691,-8.1339
6.5046,-5.7486
6.4966,-4.539
5.5545,-6.9833
5.266,-7.5501
5.2779,-6.1829
7.0454,-8.0042
3.7305,-5.9788
5.7461,-4.9854
6.3311,-5.7333
5.2005,-8.3383
6.5845,-6.6575
5.9127,-6.3699
4.8508,-3.7788
6.1976,-4.8795
5.6715,-6.0699
5.498,-4.3964
5.1288,-7.2795
6.0753,-6.4265
3.739,-4.27
5.5121,-4.16
5.3343,-5.1055
4.8832,-5.399
6.7994,-6.7179
5.1007,-5.0877
6.6621,-7.0143
7.1952,-5.2964
5.8079,-5.6548
6.3402,-4.6046
6.7832,-6.5216
5.9008,-5.2209
6.6624,-5.0286
4.4537,-7.1003
7.36,-5.8086
4.788,-4.0438
3.7601,-5.8623
7.6957,-6.378
5.9232,-5.4407
6.5498,-6.3369
5.5551,-5.4573
4.75,-6.1651
2.2364,-6.0224
6.767,-5.4357
5.6489,-4.3315
5.7583,-5.4466
6.4968,-3.9812
4.2617,-8.4842
5.1066,-6.5502
7.4052,-5.711
6.7322,-7.0229
4.4308,-7.5627
3.3016,-5.2443
5.3004,-5.2496
6.2621,-5.6456
7.1542,-5.5158
6.1148,-7.0662
4.6255,-6.6095
6.375,-6.1306
4.5642,-6.8424
4.8231,-5.5935
5.1993,-3.1032
4.4943,-6.5906
5.6681,-5.207
4.8978,-7.2669
5.6501,-4.3594
5.4337,-7.1869
5.4981,-5.7444
5.3833,-6.7576
7.5105,-5.3729
6.7475,-5.9861
6.0723,-6.0539
4.2034,-2.3881
4.0088,-6.7716
3.5937,-6.0574
9.1907,-2.714
7.1909,-7.4044
6.3147,-5.3227
4.8068,-7.3184
4.596,-4.7377
6.6707,-5.5989
7.9168,-5.2013
3.9261,-6.3415
5.4496,-5.6997
5.8968,-4.1965
3.5603,-8.7864
7.0303,-8.0004
5.4921,-5.4912
8.3419,-6.8019
